skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
figma:figma-implement-motion,Implement Motion,"Translates Figma motion and animations into production-ready application code. Use when implementing animation/motion from a Figma design — user mentions ""implement this motion"", ""add animation from Figma"", ""animate this component"", provides a Figma URL whose node is animated, or when `get_design_context` returns motion data or instructs you to call `get_motion_context`.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-implement-motion,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-implement-motion,7 files exported
figma:figma-swiftui,Figma ↔ SwiftUI,"SwiftUI ↔ Figma translation. Use whenever the user mentions Swift, SwiftUI, iOS, iPhone, or iPad — in EITHER direction — translating a Figma design into SwiftUI (design → code), or pushing SwiftUI views / screens / tokens back into a Figma file (code → design). Triggers on phrases like 'implement this Figma design in SwiftUI', 'build this screen in Swift', 'push this SwiftUI view to Figma', 'mirror my Swift code in a Figma file', or whenever a Figma URL appears alongside `.swift` files / an `.xcodeproj`. Routes to a direction-specific reference doc; loads alongside `figma-use` for the code → design path.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-swiftui,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-swiftui,3 files exported
figma:figma-use,use_figma — Figma Plugin API Skill,"**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug failures. Trigger whenever the user wants to perform a write action or a unique read action that requires JavaScript execution in the Figma file context — e.g. create/edit/delete nodes, set up variables or tokens, build components and variants, modify auto-layout or fills, bind variables to properties, or inspect file structure programmatically.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use,21 files exported
figma:figma-use-figjam,use_figma — Figma Plugin API Skill for FigJam,This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-figjam,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-figjam,14 files exported
figma:figma-use-motion,use_figma — Figma Plugin API Skill for Motion,"Motion / animation context for the `use_figma` MCP tool — animating Figma nodes via manual keyframes, animation styles, easing, and timeline duration. Load alongside figma-use whenever a task involves adding, editing, or inspecting animation on a node.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-motion,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-motion,3 files exported
figma:figma-use-slides,use_figma — Figma Plugin API Skill for Slides,This skill helps agents use Figma's use_figma MCP tool in the Slides context. Can be used alongside figma-use which has foundational context for using the use_figma tool.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-slides,7 files exported
frontend-skill,Frontend Skill,"Use when the task asks for a visually strong landing page, website, app, prototype, demo, or game UI. This skill enforces restrained composition, image-led hierarchy, cohesive content structure, and tasteful motion while avoiding generic cards, weak branding, and UI clutter.",local,/root/.codex/skills/frontend-skill,unknown,yes,yes,yes,fully exported,skills/local/frontend-skill,2 files exported
github:gh-address-comments,GitHub PR Comment Handler,"Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-address-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-address-comments,6 files exported
github:gh-fix-ci,GitHub Actions CI Fix,"Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-fix-ci,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-fix-ci,6 files exported
github:github,GitHub,"Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/github,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/github,4 files exported
github:yeet,GitHub Publish Changes,"Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/yeet,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/yeet,5 files exported
gmail:gmail,Gmail,"Manage Gmail inbox triage, mailbox search, thread summaries, action extraction, reply drafting, and email forwarding through connected Gmail data. Use when the user wants to inspect a mailbox or thread, search email with Gmail query syntax, summarize messages, extract decisions and follow-ups, prepare replies or forwarded messages, or organize messages with explicit confirmation before send, archive, delete, or label actions.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/gmail/local/skills/gmail,unknown,yes,yes,yes,fully exported,skills/plugin-provided/gmail/gmail,12 files exported
gmail:gmail-inbox-triage,Gmail Inbox Triage,"Triage a Gmail inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Gmail data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/gmail/local/skills/gmail-inbox-triage,unknown,yes,yes,yes,fully exported,skills/plugin-provided/gmail/gmail-inbox-triage,4 files exported
google-drive:google-docs,Google Docs,"Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-docs,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-docs,19 files exported
google-drive:google-drive,Google Drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive,10 files exported
google-drive:google-drive-comments,Google Drive Comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive-comments,2 files exported
google-drive:google-sheets,Google Sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-sheets,11 files exported
google-drive:google-slides,Google Slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-slides,19 files exported
imagegen,Image Generation Skill,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",platform-managed,/root/.codex/skills/.system/imagegen,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/imagegen,12 files exported
lightspeed-ai-readiness-orchestrator,LightSpeed AI Readiness Orchestrator,"route lightspeed ai readiness client projects into the correct workflow, ask clarifying questions, enforce the sequence readiness, governance discovery, content collection and chatbot planning, and produce combined markdown project packs. use when the user is starting a new client-specific ai readiness project, wants a guided wizard, or asks which skill or document to create next.",agent-attached,/root/.codex/skills/hermes/lightspeed-ai-readiness-orchestrator,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-ai-readiness-orchestrator,8 files exported
lightspeed-claim-register-auditor,LightSpeed Claim Register Auditor,"validate proof, statistics, outcomes and marketing claims before publication for lightspeed wordpress, woocommerce, ai-readiness, publishing, tourism and professional-services website projects. use when the user asks to audit claims, classify stats, create a claim register, approve wording, reject risky wording, identify evidence needed, map claims to page locations, assign review owners, set review dates, or decide whether claims are chatbot-safe.",agent-attached,/root/.codex/skills/hermes/lightspeed-claim-register-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-claim-register-auditor,17 files exported
lightspeed-faq-and-chatbot-source-curator,LightSpeed FAQ and Chatbot Source Curator,"curate page-level faqs into a company faq page, schema-ready faq sets and chatbot-safe source registers for lightspeed wordpress website projects. use when the user asks to consolidate faqs, deduplicate faq content, map faqs to pages, create chatbot-safe faq registers, identify unsupported questions, define escalation questions, prepare faqpage schema notes or turn approved website content into safe chatbot grounding material.",agent-attached,/root/.codex/skills/hermes/lightspeed-faq-and-chatbot-source-curator,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-faq-and-chatbot-source-curator,16 files exported
lightspeed-figma-wordpress-parity-auditor,LightSpeed Figma WordPress Parity Auditor,"audit parity between figma design-system intent and wordpress block-theme implementation for lightspeed projects. use when the user asks to compare figma variables with theme.json, review colour, typography or spacing tokens, map figma components to wordpress blocks, map patterns to figma sections, check light and dark mode parity, mobile states, focus states, accessibility states, or produce a figma-to-wordpress launch qa report.",agent-attached,/root/.codex/skills/hermes/lightspeed-figma-wordpress-parity-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-figma-wordpress-parity-auditor,19 files exported
lightspeed-ga4-conversion-tracking-planner,LightSpeed GA4 Conversion Tracking Planner,"define measurement before launch for lightspeed wordpress, woocommerce, publishing, tourism, ai-readiness and lead-generation websites. use when the user asks for ga4 event plans, gtm trigger notes, form submission tracking, lead magnet download tracking, consultation cta tracking, chatbot handoff events, looker studio dashboard briefs, launch baseline reports or conversion measurement governance.",agent-attached,/root/.codex/skills/hermes/lightspeed-ga4-conversion-tracking-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-ga4-conversion-tracking-planner,20 files exported
lightspeed-launch-qa-planner,LightSpeed Launch QA Planner,"plan final launch qa for lightspeed wordpress projects where a figma design system is implemented as a wordpress block theme, block plugin or pattern library. use when the user needs a launch qa plan, figma-to-wordpress qa scope, block theme checklist, block plugin checklist, page/template qa matrix, accessibility and responsive qa plan, conversion tracking qa, launch gates, specialist skill routing or a go/no-go planning framework before running final audits.",agent-attached,/root/.codex/skills/hermes/lightspeed-launch-qa-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-launch-qa-planner,19 files exported
lightspeed-launch-readiness-auditor,LightSpeed Launch Readiness Auditor,"final pre-launch qa for lightspeed wordpress, woocommerce, publishing, tourism, ai-readiness and lead-generation websites. use when the user asks for a launch checklist, page-by-page qa table, broken link checklist, form testing checklist, accessibility testing checklist, lighthouse or pagespeed notes, mobile or responsive qa, analytics or tagging checks, redirect verification, seo launch checks or go/no-go launch summary.",agent-attached,/root/.codex/skills/hermes/lightspeed-launch-readiness-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-launch-readiness-auditor,18 files exported
lightspeed-policy-page-generator,LightSpeed Policy Page Generator,"draft practical policy and trust-page content for lightspeed wordpress, woocommerce, publishing, tourism, ai-readiness and chatbot projects from governance inputs. use when the user asks for a privacy policy brief, cookie policy brief, accessibility statement, ai governance page, chatbot disclosure wording, data or log retention decision notes, trust page drafts, policy review notes, or public/internal policy wording that must be separated from legal/privacy review.",agent-attached,/root/.codex/skills/hermes/lightspeed-policy-page-generator,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-policy-page-generator,17 files exported
lightspeed-project-onboarding,LightSpeed Project Onboarding,"collect only blocking missing project defaults and route messy lightspeed project requests to the right specialist skill. use when a lightspeed teammate starts or resumes website, figma-to-wordpress, ai-readiness, chatbot, content, seo, analytics, qa, launch, support, linear, github, asana, or delivery work with incomplete context, scattered sources, unclear next steps, or missing reusable defaults. skip when the current message, memory, or connected sources already provide enough context to proceed.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-onboarding,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-project-onboarding,6 files exported
lightspeed-redirect-map-planner,LightSpeed Redirect Map Planner,"plan redirects and seo migration controls when a wordpress website structure changes. use when the user needs a current url inventory, new url map, redirect status table, priority page list, 404 risk list, seo migration notes, launch-day redirect checklist, redirect qa plan, or go/no-go notes for a redesign, rebuild, migration, domain change, content consolidation or information architecture change.",agent-attached,/root/.codex/skills/hermes/lightspeed-redirect-map-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-redirect-map-planner,14 files exported
lightspeed-schema-and-ai-discoverability-planner,LightSpeed Schema and AI Discoverability Planner,"plan schema markup, faq schema, internal linking, ai-search discoverability and answer-engine optimisation for lightspeed wordpress website launches using approved website content, page briefs, claim registers, faq maps and source-of-truth notes. use when the user asks for page-level schema recommendations, organization/service/faqpage/article/breadcrumblist notes, ai visibility baseline checklists, answer-engine optimisation checklists, internal linking plans or claim-safe ai/search wording.",agent-attached,/root/.codex/skills/hermes/lightspeed-schema-and-ai-discoverability-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-schema-and-ai-discoverability-planner,17 files exported
lightspeed-website-content-generator,LightSpeed Website Content Generator,"generate website-ready content drafts for lightspeed wordpress, woocommerce, publishing, tourism, ai-readiness and governance projects using approved page briefs, content collection outputs, claim registers, source-of-truth registers and chatbot-safe content rules. use when the user asks to create page copy, service pages, solution pages, faqs, ctas, meta descriptions, case-study drafts, policy drafts, launch-ready content packs or chatbot-safe answer snippets from planning artefacts.",agent-attached,/root/.codex/skills/hermes/lightspeed-website-content-generator,unknown,yes,yes,yes,fully exported,skills/agent-attached/lightspeed-website-content-generator,17 files exported
markdown-content-validator,Markdown Content Validator,"The Markdown Content Validator helps ensure your markdown files and their YAML frontmatter meet necessary standards before publication or handoff, providing a detailed report on any issues found. Use this skill when you need to validate documentation, templates, or prompts for errors, missing fields, and adherence to versioning rules without altering the original content.",agent-attached,/root/.codex/skills/hermes/markdown-content-validator,unknown,yes,yes,yes,fully exported,skills/agent-attached/markdown-content-validator,15 files exported
openai-docs,OpenAI Docs,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/openai-docs,10 files exported
pdf,PDF Skill,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",directory-installed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/directory-installed/builtins/pdf,3 files exported
plugin-creator,Plugin Creator,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/plugin-creator,10 files exported
post-launch-optimisation,Post-launch Optimisation,"review post-launch website performance and optimisation opportunities for lightspeed projects using analytics summaries, ga4 notes, search console observations, seo findings, chatbot transcripts or summaries, content performance notes, conversion observations, heatmap findings, backlog items, and stakeholder priorities. use when the user asks for post-launch optimisation, ongoing improvement planning, CRO observations, content iteration priorities, chatbot tuning recommendations, retention or conversion improvements, analytics-led backlog creation, or a prioritised optimisation roadmap after launch.",agent-attached,/root/.codex/skills/hermes/post-launch-optimisation,unknown,yes,yes,yes,fully exported,skills/agent-attached/post-launch-optimisation,3 files exported
presentations,Slides Skill,Create or edit PowerPoint or Google Slides decks,directory-installed,/root/.codex/skills/builtins/presentations,unknown,yes,yes,yes,fully exported,skills/directory-installed/builtins/presentations,112 files exported; registry alias visible as Presentations
skill-creator,Skill Creator,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/skill-creator,9 files exported
skill-installer,Skill Installer,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/skill-installer,8 files exported
spreadsheets,Spreadsheets skill (Create • Edit • Analyze • Visualize),"Use this skill when a user requests to create, modify, analyze, visualize, or work with spreadsheet files (`.xlsx`, `.xls`, `.csv`, `.tsv`) or Google Sheets-targeted spreadsheet artifacts with formulas, formatting, charts, tables, and recalculation.",directory-installed,/root/.codex/skills/builtins/spreadsheets,unknown,yes,yes,yes,fully exported,skills/directory-installed/builtins/spreadsheets,12 files exported; registry alias visible as Spreadsheets
technical-seo-audit,LightSpeed Technical SEO Auditor,audit technical SEO readiness for lightspeed website projects using website,agent-attached,/root/.codex/skills/hermes/technical-seo-audit,unknown,yes,yes,yes,fully exported,skills/agent-attached/technical-seo-audit,3 files exported
