skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
google-sheets,unknown,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-sheets,Google Drive plugin skill exposed as readable local files
google-slides,unknown,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-slides,Google Drive plugin skill exposed as readable local files
imagegen,unknown,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",platform-managed,/root/.codex/skills/.system/imagegen,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/imagegen,Platform-managed system skill exposed as readable local files
openai-docs,unknown,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/openai-docs,Platform-managed system skill exposed as readable local files
pagespeed-audit-comparison,unknown,"compare current pagespeed, lighthouse, core web vitals, speed-test, or website-performance audit findings with a previous audit to produce concise before/after summaries. use when the user provides a current audit plus prior audit evidence, asks for a re-audit comparison, wants improved/regressed/unresolved issues identified, needs changed priorities explained, or needs page-level or site-level historical performance comparison without inventing unsupported metric deltas.",agent-attached,/root/.codex/skills/hermes/pagespeed-audit-comparison,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-audit-comparison,Hermes attached skill exposed as readable local files
pagespeed-audit-onboarding,unknown,"Collect first-run audit preferences and lightweight client context when a PageSpeed audit request needs missing reusable defaults, persist them in Memory, and resume the audit.",agent-attached,/root/.codex/skills/hermes/pagespeed-audit-onboarding,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-audit-onboarding,Hermes attached skill exposed as readable local files
pagespeed-audit-prioritizer,unknown,"rank pagespeed, lighthouse, core web vitals, web performance, seo performance, and mobile speed audit findings into consistent priorities. use when the user provides pagespeed insights exports, lighthouse reports, web.dev diagnostics, gtmetrix-style findings, audit notes, client website context, or asks what performance fixes to do first. prioritizes by likely user impact, implementation effort, business importance, and evidence confidence; separates quick wins, medium-effort improvements, and larger engineering work; explains reasoning for technical and non-technical audiences without overstating certainty.",agent-attached,/root/.codex/skills/hermes/pagespeed-audit-prioritizer,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-audit-prioritizer,Hermes attached skill exposed as readable local files
pagespeed-audit-report-writer,unknown,"turn pagespeed, lighthouse, core web vitals, speed-test, or website-performance audit findings into consistent client-ready reports. use when the user provides measured audit evidence, screenshots, pasted findings, page urls with supplied results, csv/export summaries, before-after notes, or asks for a google doc report, client summary, prioritised performance findings, quick wins, developer-facing performance handoff, or multi-page pagespeed audit write-up. supports single-page and multi-page audits, stakeholder-friendly and developer-friendly tone, and google drive document creation workflows without inventing metrics or unsupported evidence.",agent-attached,/root/.codex/skills/hermes/pagespeed-audit-report-writer,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-audit-report-writer,Hermes attached skill exposed as readable local files
pagespeed-intake-normalizer,unknown,"normalize mixed pagespeed, lighthouse, core web vitals, and website performance audit inputs into a standard internal audit brief. use when a user provides urls, page lists, sitemap urls, pagespeed insights links, lighthouse details, pasted metrics, screenshots, raw audit notes, or client context and needs the inputs cleaned, classified, and made ready for downstream audit, prioritisation, comparison, wordpress diagnosis, or report-writing workflows without creating a long intake process.",agent-attached,/root/.codex/skills/hermes/pagespeed-intake-normalizer,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-intake-normalizer,Hermes attached skill exposed as readable local files
pagespeed-skill-router,unknown,"central routing and orchestration for pagespeed, lighthouse, core web vitals, website speed, and wordpress performance audit workflows. use when a request needs deciding which pagespeed-related skill to use, sequencing a full audit, handling messy audit inputs, comparing current and previous audits, diagnosing wordpress-specific performance causes, writing or qa-checking audit reports, managing client/site context, or naming/organizing audit deliverables. prefer the smallest useful skill chain and skip onboarding or specialist skills when the current request already has enough context or only needs a narrow answer.",agent-attached,/root/.codex/skills/hermes/pagespeed-skill-router,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/pagespeed-skill-router,Hermes attached skill exposed as readable local files
pdf,unknown,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",agent-attached,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/agent-attached/builtins/pdf,Built-in skill exposed as readable local files
plugin-creator,unknown,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/plugin-creator,Platform-managed system skill exposed as readable local files
skill-creator,unknown,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/skill-creator,Platform-managed system skill exposed as readable local files
skill-installer,unknown,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/platform-managed/system/skill-installer,Platform-managed system skill exposed as readable local files
wordpress-pagespeed-diagnosis,unknown,"diagnose wordpress-specific causes behind pagespeed, lighthouse, core web vitals, or web performance audit findings. use when the user provides pagespeed results, lighthouse diagnostics, devtools traces, waterfall notes, asset urls, screenshots, audit exports, or asks why a wordpress site is slow. focus on plugin and theme asset bloat, unused css, unused javascript, render-blocking assets, fonts, images, and third-party scripts. recommend practical wordpress remediation paths while separating observed evidence from likely causes and avoiding universal claims.",agent-attached,/root/.codex/skills/hermes/wordpress-pagespeed-diagnosis,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/wordpress-pagespeed-diagnosis,Hermes attached skill exposed as readable local files
