skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
pdf,PDF Skill,"name: ""pdf"" description: ""Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction."" ---",directory-installed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/local/directory-installed/pdf,3 files exported
Presentations,Slides Skill,Use this skill as reference material when creating or editing presentation slide decks.,directory-installed,/root/.codex/skills/builtins/presentations,unknown,yes,yes,yes,fully exported,skills/local/directory-installed/Presentations,112 files exported
spreadsheets,Spreadsheets skill (Create • Edit • Analyze • Visualize),"Use this skill when you need to work with spreadsheets (.xlsx, .csv, .tsv) to do any of the following: - Create or modify a new workbook/sheet with proper formulas, cell/number formatting, and structured layout - Read or analyze tabular data (filter, aggregate, pivot, compute metrics) directly in a sheet - Visualize data with in-sheet charts/tables and sensible formatting - Recalculate/evaluate formulas to update results after changes",directory-installed,/root/.codex/skills/builtins/spreadsheets,unknown,yes,yes,yes,fully exported,skills/local/directory-installed/spreadsheets,12 files exported
frontend-skill,Frontend Skill,"Use this skill when the quality of the work depends on art direction, hierarchy, restraint, imagery, and motion rather than component count.",directory-installed,/root/.codex/skills/frontend-skill,unknown,yes,yes,yes,fully exported,skills/local/directory-installed/frontend-skill,2 files exported
zendesk-backlog-trend-analysis,Zendesk Backlog Trend Analysis,"name: zendesk-backlog-trend-analysis description: analyze zendesk-first support backlog health, queue risk, repeated issues, weekly support summaries, period-over-period trend comparisons, sla or ageing risk, and daily or weekday support digests. use when a shared support agent with zendesk access needs an evidence-backed operational report, priority support actions, duplicate or incident-like pattern signals, or queue-health notes. keep zendesk as the source of truth and avoid product, project, github, linear, asana, slack, gmail, google drive, or roadmap routing unless explicitly requested or clearly supported by zendesk evidence.",agent-attached,/root/.codex/skills/hermes/zendesk-backlog-trend-analysis,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-backlog-trend-analysis,55 files exported
zendesk-bug-report-package,Zendesk Bug Report Package,Use this skill to turn Zendesk-first support evidence into a compact internal bug package for engineering or product review.,agent-attached,/root/.codex/skills/hermes/zendesk-bug-report-package,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-bug-report-package,15 files exported
zendesk-case-readiness-check,Zendesk Case Readiness Check,Use this skill to decide whether a Zendesk-centred support case has enough evidence for the next concrete step.,agent-attached,/root/.codex/skills/hermes/zendesk-case-readiness-check,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-case-readiness-check,14 files exported
zendesk-create-knowledge,Zendesk Create Knowledge,"Use this skill to draft Zendesk help-centre, support knowledge, FAQ, troubleshooting, known-issue, or internal knowledge articles once documentation-worthiness is already clear.",agent-attached,/root/.codex/skills/hermes/zendesk-create-knowledge,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-create-knowledge,11 files exported
zendesk-customer-escalation,Zendesk Customer Escalation,"Use this skill to create Zendesk-first escalation briefs for support cases that need cross-functional attention, urgency handling, risk ownership, or a clear decision from another team.",agent-attached,/root/.codex/skills/hermes/zendesk-customer-escalation,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-customer-escalation,10 files exported
zendesk-customer-research,Zendesk Customer Research,"Use this skill to assemble a compact, cited, Zendesk-first customer or account research brief for the LightSpeed support team.",agent-attached,/root/.codex/skills/hermes/zendesk-customer-research,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-customer-research,11 files exported
zendesk-draft-response,Zendesk Draft Response,Use this skill to draft customer-facing Zendesk or email support replies that are grounded in confirmed support evidence.,agent-attached,/root/.codex/skills/hermes/zendesk-draft-response,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-draft-response,34 files exported
zendesk-duplicate-pattern-review,Zendesk Duplicate Pattern Review,Use this skill to decide how similar Zendesk-centred support cases relate to each other.,agent-attached,/root/.codex/skills/hermes/zendesk-duplicate-pattern-review,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-duplicate-pattern-review,9 files exported
zendesk-evidence-collector,Zendesk Evidence Collector,"Use this skill to build a compact, evidence-first support context pack or to investigate one Zendesk-centred support case when triage is not enough.",agent-attached,/root/.codex/skills/hermes/zendesk-evidence-collector,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-evidence-collector,16 files exported
zendesk-evidence-quality-review,Zendesk Evidence Quality Review,"Use this skill only as an after-output QA pass for Zendesk-first support work. The user must already have a draft, summary, investigation, handoff, report, or knowledge article that needs review before it is sent, shared, escalated, or reused.",agent-attached,/root/.codex/skills/hermes/zendesk-evidence-quality-review,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-evidence-quality-review,33 files exported
zendesk-handoff-prep,Zendesk Handoff Prep,Use this skill to prepare a clean internal handoff from Zendesk-first support evidence.,agent-attached,/root/.codex/skills/hermes/zendesk-handoff-prep,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-handoff-prep,15 files exported
zendesk-help-center-grounding,Zendesk Help Center Grounding,"Use this skill to determine what approved documentation supports before a Zendesk-first support reply or internal support recommendation is drafted, revised, escalated, or reviewed.",agent-attached,/root/.codex/skills/hermes/zendesk-help-center-grounding,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-help-center-grounding,10 files exported
zendesk-knowledge-candidate-review,Zendesk Knowledge Candidate Review,Use this skill to decide whether a Zendesk-centred case or repeated support issue is a good candidate for reusable documentation.,agent-attached,/root/.codex/skills/hermes/zendesk-knowledge-candidate-review,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-knowledge-candidate-review,8 files exported
zendesk-refund-assessment,Zendesk Refund Assessment,"Use this skill to produce a concise internal assessment for refund, credit, compensation, goodwill, make-good, or policy-exception cases before any final customer-facing decision is drafted.",agent-attached,/root/.codex/skills/hermes/zendesk-refund-assessment,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-refund-assessment,23 files exported
zendesk-router-skill,Zendesk Router Skill,"Use this skill in normal ChatGPT chat and in shared-agent contexts. Phrase decisions as operational support workflow recommendations that still make sense without assuming any specific user login, personal memory, private mailbox, or agent setup.",agent-attached,/root/.codex/skills/hermes/zendesk-router-skill,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-router-skill,16 files exported
zendesk-ticket-triage,Zendesk Ticket Triage,"Create a compact internal triage package for inbound Zendesk support cases when the user explicitly needs a concise package with facts, uncertainty, urgency, impact, missing evidence, and the safest next support workflow.",agent-attached,/root/.codex/skills/hermes/zendesk-ticket-triage,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-ticket-triage,21 files exported
zendesk-triage-router,Zendesk Triage Router,"Use this skill to decide which Zendesk-first workflow should own a support request next, or to perform first-pass Zendesk ticket triage when classification is the requested deliverable.",agent-attached,/root/.codex/skills/hermes/zendesk-triage-router,unknown,yes,yes,yes,fully exported,skills/agent-attached/zendesk-triage-router,23 files exported
