skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
github:gh-address-comments,GitHub PR Comment Handler,"Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-address-comments,0.1.6,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-address-comments,6 of 6 files exported from readable folder.
github:gh-fix-ci,GitHub Actions CI Fix,"Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-fix-ci,0.1.6,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-fix-ci,6 of 6 files exported from readable folder.
github:github,GitHub,"Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/github,0.1.6,yes,yes,yes,fully exported,skills/plugin-provided/github/github,4 of 4 files exported from readable folder.
github:yeet,GitHub Publish Changes,"Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/yeet,0.1.6,yes,yes,yes,fully exported,skills/plugin-provided/github/yeet,5 of 5 files exported from readable folder.
google-drive:google-docs,Google Docs,"Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-docs,0.1.7,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-docs,19 of 19 files exported from readable folder.
google-drive:google-drive,Google Drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,0.1.7,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive,10 of 10 files exported from readable folder.
google-drive:google-drive-comments,Google Drive Comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,0.1.7,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive-comments,2 of 2 files exported from readable folder.
google-drive:google-sheets,Google Sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,0.1.7,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-sheets,11 of 11 files exported from readable folder.
google-drive:google-slides,Google Slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,0.1.7,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-slides,19 of 19 files exported from readable folder.
linear:linear,Linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,0.0.3,yes,yes,yes,fully exported,skills/plugin-provided/linear/linear,5 of 5 files exported from readable folder.
