skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
implementation-planning,implementation-planning,"Use when a validated planning artefact needs to be translated into a technical brief, delivery breakdown, implementation handoff, or estimation basis for downstream work.",agent-attached,/root/.codex/skills/hermes/implementation-planning,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/implementation-planning,2 files exported
intake-routing,intake-routing,"Use when a planning request starts from rough, mixed, incomplete, or messy inputs and the agent needs to classify the planning need, normalize the evidence, and choose the smallest useful next artefact.",agent-attached,/root/.codex/skills/hermes/intake-routing,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/intake-routing,2 files exported
issue-drafting,issue-drafting,"Use when planning work needs to be converted into clear, implementation-ready issue drafts, follow-up tasks, or tracker-ready work items without losing evidence, scope, or assumptions.",agent-attached,/root/.codex/skills/hermes/issue-drafting,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/issue-drafting,2 files exported
launch-handoff-support,launch-handoff-support,"Use when a planning artefact is moving toward delivery and the agent needs to prepare launch readiness, rollout planning, implementation handoff, or final downstream coordination outputs.",agent-attached,/root/.codex/skills/hermes/launch-handoff-support,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/launch-handoff-support,2 files exported
lightspeed-approval-gate-manager,lightspeed-approval-gate-manager,"Use when a LightSpeed project needs approval checkpoints, sign-off checklists, go-no-go criteria, decision logs, or stakeholder-ready approval packs across intake, PRD, estimate, delivery, QA, launch, or change control.",agent-attached,/root/.codex/skills/hermes/lightspeed-approval-gate-manager,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-approval-gate-manager,13 files exported
lightspeed-change-control,lightspeed-change-control,"Use when a LightSpeed project has a change request, stakeholder feedback, technical blocker, QA-driven change, timeline shift, or post-approval adjustment that needs impact analysis across PRD, estimates, dependencies, QA, and approvals.",agent-attached,/root/.codex/skills/hermes/lightspeed-change-control,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-change-control,15 files exported
lightspeed-delivery-planner,lightspeed-delivery-planner,"Use when an approved LightSpeed PRD or estimate needs to be turned into epics, features, tasks, sequencing, dependency mapping, acceptance coverage, or tracker-ready issue drafts for implementation planning.",agent-attached,/root/.codex/skills/hermes/lightspeed-delivery-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-delivery-planner,17 files exported
lightspeed-estimation-planner,lightspeed-estimation-planner,"Use when a LightSpeed project needs a grounded estimate, confidence range, workstream breakdown, delivery phases, risk buffer, or change-impact sizing from a PRD, research brief, task plan, or approved scope update.",agent-attached,/root/.codex/skills/hermes/lightspeed-estimation-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-estimation-planner,20 files exported
lightspeed-prd-agent-orchestrator,lightspeed-prd-agent-orchestrator,"Use when a LightSpeed project request needs lifecycle routing, evidence-readiness triage, next-skill selection, or project-state update recommendations from messy intake, existing PRDs, QA findings, change requests, or launch context.",agent-attached,/root/.codex/skills/hermes/lightspeed-prd-agent-orchestrator,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-prd-agent-orchestrator,12 files exported
lightspeed-prd-reviewer,lightspeed-prd-reviewer,"Use when a LightSpeed PRD, estimate, task pack, QA plan, change assessment, release pack, or project-state summary needs a readiness review for completeness, evidence quality, unsupported claims, gaps, or scope drift.",agent-attached,/root/.codex/skills/hermes/lightspeed-prd-reviewer,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-prd-reviewer,12 files exported
lightspeed-prd-writer,lightspeed-prd-writer,"Use when a LightSpeed request needs a new PRD, a PRD update, scope clarification, requirements shaping, user stories, acceptance criteria, goals, non-goals, or downstream-ready requirement changes grounded in approved evidence.",agent-attached,/root/.codex/skills/hermes/lightspeed-prd-writer,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-prd-writer,15 files exported
lightspeed-project-intake,lightspeed-project-intake,"Use when a LightSpeed project starts from rough notes, client briefs, links, docs, tracker comments, email excerpts, QA notes, or other scattered source material and needs a clean intake record before PRD, research, estimate, or delivery work.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-intake,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-project-intake,15 files exported
lightspeed-project-memory-manager,lightspeed-project-memory-manager,"Use when a LightSpeed project needs durable project-state updates, decision logging, assumption tracking, open-loop management, or validation of what should and should not be saved as memory.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-memory-manager,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-project-memory-manager,17 files exported
lightspeed-project-pack-exporter,lightspeed-project-pack-exporter,"Use when a LightSpeed project needs a clean markdown project pack, delivery archive, PRD-task handoff pack, review pack, or ZIP-ready export of planning artefacts and source notes.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-pack-exporter,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-project-pack-exporter,16 files exported
lightspeed-project-research,lightspeed-project-research,"Use when a LightSpeed project has briefs, repos, design context, websites, uploaded docs, or discovery material that need to be summarised into a source-backed research brief before PRD writing, estimating, delivery planning, or change assessment.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-research,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-project-research,13 files exported
lightspeed-project-status-reporter,lightspeed-project-status-reporter,"Use when a LightSpeed project needs an internal or client-safe status update drawn from PRD state, delivery progress, blockers, decisions, changes, QA findings, approvals, or release readiness.",agent-attached,/root/.codex/skills/hermes/lightspeed-project-status-reporter,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-project-status-reporter,12 files exported
lightspeed-qa-planner,lightspeed-qa-planner,"Use when a LightSpeed project needs acceptance test planning, launch QA checklists, regression coverage, accessibility checks, editor checks, tracking checks, or go-no-go QA coverage before release.",agent-attached,/root/.codex/skills/hermes/lightspeed-qa-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-qa-planner,18 files exported
lightspeed-qa-triage,lightspeed-qa-triage,"Use when a LightSpeed project has actual QA findings, defects, screenshots, accessibility issues, tracking problems, responsive issues, or launch blockers that need severity, priority, owner route, and retest guidance.",agent-attached,/root/.codex/skills/hermes/lightspeed-qa-triage,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-qa-triage,15 files exported
lightspeed-release-handoff-generator,lightspeed-release-handoff-generator,"Use when a LightSpeed project needs release notes, launch handoff packs, client handover notes, support transition notes, known-issue summaries, post-launch monitoring plans, or delivery closure summaries.",agent-attached,/root/.codex/skills/hermes/lightspeed-release-handoff-generator,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-release-handoff-generator,13 files exported
linear:linear,linear:linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,unknown,yes,yes,yes,fully exported,skills/local/plugin-provided/linear/linear,5 files exported
memory-management,memory-management,"Use when the agent must decide whether planning context should be saved as durable memory, updated, ignored, or left unsaved to avoid polluting long-term context.",agent-attached,/root/.codex/skills/hermes/memory-management,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/memory-management,2 files exported
openai-docs,openai-docs,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/local/platform-managed/system/openai-docs,10 files exported
pdf,pdf,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",platform-managed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/local/platform-managed/builtins/pdf,3 files exported
plugin-creator,plugin-creator,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/local/platform-managed/system/plugin-creator,10 files exported
prd-generation,prd-generation,"Use when the evidence is strong enough to draft or improve a product requirements document and the agent needs a structured, evidence-led PRD with clear scope, assumptions, risks, and open questions.",agent-attached,/root/.codex/skills/hermes/prd-generation,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/prd-generation,2 files exported
review-qa,review-qa,"Use when an existing planning artefact needs a quality review for evidence strength, structural quality, contradictions, missing detail, readiness, and practical trustworthiness.",agent-attached,/root/.codex/skills/hermes/review-qa,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/review-qa,2 files exported
skill-creator,skill-creator,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/local/platform-managed/system/skill-creator,9 files exported
skill-installer,skill-installer,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/local/platform-managed/system/skill-installer,8 files exported
technical-brief-deep-dive,technical-brief-deep-dive,"Use when a validated planning artefact needs a deeper technical brief that maps architecture, implementation implications, delivery risks, dependencies, and technical unknowns in more detail than a standard planning pass.",agent-attached,/root/.codex/skills/hermes/technical-brief-deep-dive,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/technical-brief-deep-dive,2 files exported
validation-support,validation-support,"Use when planning files, templates, validation packs, or workflow coverage need a structured validation pass for completeness, consistency, naming, and readiness.",agent-attached,/root/.codex/skills/hermes/validation-support,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/validation-support,2 files exported
