skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
yoast-configuration,Yoast Configuration,"configure, audit, validate, troubleshoot and document yoast seo setups for wordpress and woocommerce sites, including schema, metadata, sitemaps, canonicals, redirects, breadcrumbs, product schema, ai metadata, multilingual, taxonomy, migration and research-pack workflows. use for planning, reports, evidence interpretation, decision packs, remediation plans and handoffs; route live wordpress admin audits or approved yoast edits to yoast-auditor.",agent-attached,/root/.codex/skills/hermes/yoast-configuration,unknown,yes,yes,yes,fully exported,skills/agent-attached/yoast-configuration,179 file(s) exported
Presentations,Slides Skill,Create or edit PowerPoint or Google Slides decks,directory-installed,/root/.codex/skills/builtins/presentations,unknown,yes,yes,yes,fully exported,skills/directory-installed/presentations,112 file(s) exported
Spreadsheets,Spreadsheets skill (Create • Edit • Analyze • Visualize),"Use this skill when a user requests to create, modify, analyze, visualize, or work with spreadsheet files (`.xlsx`, `.xls`, `.csv`, `.tsv`) or Google Sheets-targeted spreadsheet artifacts with formulas, formatting, charts, tables, and recalculation.",directory-installed,/root/.codex/skills/builtins/spreadsheets,unknown,yes,yes,yes,fully exported,skills/directory-installed/spreadsheets,12 file(s) exported
documents,Documents Skill (Read • Create • Edit • Redline • Comment),"Create, edit, redline, and comment on `.docx`, Word, and Google Docs-targeted document artifacts inside the container, with a strict render-and-verify workflow. Use `render_docx.py` to generate page PNGs (and optional PDF) for visual QA, then iterate until layout is flawless before delivering the final document.",directory-installed,/root/.codex/skills/builtins/documents,unknown,yes,yes,yes,fully exported,skills/directory-installed/documents,76 file(s) exported
pdf,PDF Skill,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",directory-installed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/directory-installed/pdf,3 file(s) exported
frontend-skill,Frontend Skill,"Use when the task asks for a visually strong landing page, website, app, prototype, demo, or game UI. This skill enforces restrained composition, image-led hierarchy, cohesive content structure, and tasteful motion while avoiding generic cards, weak branding, and UI clutter.",local,/root/.codex/skills/frontend-skill,unknown,yes,yes,yes,fully exported,skills/local/frontend-skill,2 file(s) exported
imagegen,Image Generation Skill,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",platform-managed,/root/.codex/skills/.system/imagegen,unknown,yes,yes,yes,fully exported,skills/platform-managed/imagegen,12 file(s) exported
openai-docs,OpenAI Docs,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/platform-managed/openai-docs,10 file(s) exported
plugin-creator,Plugin Creator,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/plugin-creator,10 file(s) exported
skill-creator,Skill Creator,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/skill-creator,9 file(s) exported
skill-installer,Skill Installer,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/platform-managed/skill-installer,8 file(s) exported
gh-address-comments,GitHub PR Comment Handler,"Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-address-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/github/local/skills/gh-address-comments,6 file(s) exported
gh-fix-ci,GitHub Actions CI Fix,"Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-fix-ci,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/github/local/skills/gh-fix-ci,6 file(s) exported
github,GitHub,"Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/github,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/github/local/skills/github,4 file(s) exported
google-docs,Google Docs,"Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-docs,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/google-drive/local/skills/google-docs,19 file(s) exported
google-drive,Google Drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/google-drive/local/skills/google-drive,10 file(s) exported
google-drive-comments,Google Drive Comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/google-drive/local/skills/google-drive-comments,2 file(s) exported
google-sheets,Google Sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/google-drive/local/skills/google-sheets,11 file(s) exported
google-slides,Google Slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/google-drive/local/skills/google-slides,19 file(s) exported
linear,Linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/linear/local/skills/linear,5 file(s) exported
yeet,GitHub Publish Changes,"Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/yeet,unknown,yes,yes,yes,fully exported,skills/plugin-provided/openai-marketplace/github/local/skills/yeet,5 file(s) exported
