<<<<<<< Updated upstream
source_path,asset_type,decision,target_path,hard_coded_github_path,follow_up_issue,rationale
.github/instructions/.archive/jest.instructions.md,instruction,archive,,no,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/jsdoc.instructions.md,instruction,archive,,no,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/json.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/markdown.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/naming-conventions.instructions.md,instruction,archive,,no,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/reporting.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/reviewer.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/saved-replies.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/testing.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/tests.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/.archive/yaml.instructions.md,instruction,archive,,yes,,Legacy archived instruction; do not migrate by default unless a later issue proves value.
.github/instructions/README.md,instruction,move,instructions/README.md,no,,Portable instruction index candidate; keep a small .github repo-local index if needed.
.github/instructions/a11y.instructions.md,instruction,move,instructions/a11y.instructions.md,no,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/agent-spec.instructions.md,instruction,move,instructions/agent-spec.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/automation.instructions.md,instruction,move,instructions/automation.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/coding-standards.instructions.md,instruction,move,instructions/coding-standards.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/community-standards.instructions.md,instruction,move,instructions/community-standards.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/copilot-operations.instructions.md,instruction,move,instructions/copilot-operations.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/docs.instructions.md,instruction,move,instructions/docs.instructions.md,no,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/documentation-formats.instructions.md,instruction,move,instructions/documentation-formats.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/file-organisation.instructions.md,instruction,convert,instructions/file-organisation.instructions.md + .github/instructions/file-organisation.instructions.md,yes,,Split portable placement rules from repo-local .github governance rules.
.github/instructions/instructions.instructions.md,instruction,move,instructions/instructions.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/issues.instructions.md,instruction,move,instructions/issues.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/labeling.instructions.md,instruction,move,instructions/labeling.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/languages.instructions.md,instruction,move,instructions/languages.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/linting.instructions.md,instruction,move,instructions/linting.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/mermaid.instructions.md,instruction,move,instructions/mermaid.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/meta.instructions.md,instruction,move,instructions/meta.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/metrics.instructions.md,instruction,move,instructions/metrics.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/planner.instructions.md,instruction,move,instructions/planner.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/project-meta-sync.instructions.md,instruction,move,instructions/project-meta-sync.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/prompt.instructions.md,instruction,move,instructions/prompt.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/pull-requests.instructions.md,instruction,move,instructions/pull-requests.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/quality-assurance.instructions.md,instruction,move,instructions/quality-assurance.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/readme.instructions.md,instruction,move,instructions/readme.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/release.instructions.md,instruction,move,instructions/release.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/reporting.instructions.md,instruction,move,instructions/reporting.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/self-explanatory-code-commenting.instructions.md,instruction,move,instructions/self-explanatory-code-commenting.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/spec-driven-workflow.instructions.md,instruction,move,instructions/spec-driven-workflow.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/task-implementation.instructions.md,instruction,move,instructions/task-implementation.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/tasksync.instructions.md,instruction,move,instructions/tasksync.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/template.instructions.md,instruction,move,instructions/template.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/tools.instructions.md,instruction,move,instructions/tools.instructions.md,no,,Portable instruction candidate; remove .github path assumptions during migration.
.github/instructions/workflows.instructions.md,instruction,move,instructions/workflows.instructions.md,yes,,Portable instruction candidate; remove .github path assumptions during migration.
.github/prompts/README.md,prompt,convert,cookbook/README.md,no,,Prompt indexes become cookbook/backlog material rather than first-class installable assets.
.github/prompts/add-frontmatter.prompt.md,prompt,convert,skills/add-frontmatter/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/agent-task-markdown-linting.prompt.md,prompt,convert,skills/agent-task-markdown-linting/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/agents.prompt.md,prompt,convert,skills/agents/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/architecture-blueprint-generator.prompt.md,prompt,convert,cookbook/architecture-blueprint-generator.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/breakdown-epic-arch.prompt.md,prompt,convert,cookbook/breakdown-epic-arch.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/breakdown-epic-pm.prompt.md,prompt,convert,cookbook/breakdown-epic-pm.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/breakdown-feature-implementation.prompt.md,prompt,convert,skills/breakdown-feature-implementation/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/breakdown-feature-prd.prompt.md,prompt,convert,cookbook/breakdown-feature-prd.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/breakdown-plan.prompt.md,prompt,convert,cookbook/breakdown-plan.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/breakdown-test.prompt.md,prompt,convert,cookbook/breakdown-test.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/build-agent-and-tests.prompt.md,prompt,convert,skills/build-agent-and-tests/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/changelog-lines.prompt.md,prompt,convert,skills/changelog-lines/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/changelog.prompt.md,prompt,convert,skills/changelog/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/code-review.prompt.md,prompt,convert,skills/code-review/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/conventional-commit.prompt.md,prompt,convert,cookbook/conventional-commit.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/create-agentsmd.prompt.md,prompt,convert,skills/create-agentsmd/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-architectural-decision-record.prompt.md,prompt,convert,cookbook/create-architectural-decision-record.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/create-github-action-workflow-specification.prompt.md,prompt,convert,skills/create-github-action-workflow-specification/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-github-issue-feature-from-specification.prompt.md,prompt,convert,skills/create-github-issue-feature-from-specification/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-github-issues-feature-from-implementation-plan.prompt.md,prompt,convert,skills/create-github-issues-feature-from-implementation-plan/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-github-issues-for-unmet-specification-requirements.prompt.md,prompt,convert,skills/create-github-issues-for-unmet-specification-requirements/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-github-pull-request-from-specification.prompt.md,prompt,convert,skills/create-github-pull-request-from-specification/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-implementation-plan.prompt.md,prompt,convert,skills/create-implementation-plan/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-llms.prompt.md,prompt,convert,cookbook/create-llms.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/create-readme.prompt.md,prompt,convert,skills/create-readme/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/create-specification.prompt.md,prompt,convert,skills/create-specification/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/dependency-audit-agent.prompt.md,prompt,convert,skills/dependency-audit-agent/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/docs-from-comments.prompt.md,prompt,convert,cookbook/docs-from-comments.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/docs-writeup.prompt.md,prompt,convert,cookbook/docs-writeup.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/documentation-writer.prompt.md,prompt,convert,cookbook/documentation-writer.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/editorconfig.prompt.md,prompt,convert,cookbook/editorconfig.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/finalize-agent-prompt.prompt.md,prompt,convert,skills/finalize-agent-prompt/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/folder-structure-blueprint-generator.prompt.md,prompt,convert,cookbook/folder-structure-blueprint-generator.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/generate-changelog.prompt.md,prompt,convert,skills/generate-changelog/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/generate-custom-instructions-from-codebase.prompt.md,prompt,convert,cookbook/generate-custom-instructions-from-codebase.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/generate-gh-workflow.prompt.md,prompt,convert,skills/generate-gh-workflow/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/generate-pr-description.prompt.md,prompt,convert,cookbook/generate-pr-description.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/git-flow-branch-creator.prompt.md,prompt,convert,cookbook/git-flow-branch-creator.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/github-copilot-starter.prompt.md,prompt,convert,cookbook/github-copilot-starter.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/inline-documentation.prompt.md,prompt,convert,cookbook/inline-documentation.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/labeling.prompt.md,prompt,convert,skills/labeling/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/model-recommendation.prompt.md,prompt,convert,cookbook/model-recommendation.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/multi-stage-dockerfile.prompt.md,prompt,convert,cookbook/multi-stage-dockerfile.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/my-issues.prompt.md,prompt,convert,cookbook/my-issues.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/my-pull-requests.prompt.md,prompt,convert,cookbook/my-pull-requests.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/normalize-docs-labels.prompt.md,prompt,convert,skills/normalize-docs-labels/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/pr-description.prompt.md,prompt,convert,cookbook/pr-description.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/pr-review.prompt.md,prompt,convert,skills/pr-review/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/project-workflow-analysis-blueprint-generator.prompt.md,prompt,convert,skills/project-workflow-analysis-blueprint-generator/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/prompt-builder.prompt.md,prompt,convert,cookbook/prompt-builder.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/prompts.md,prompt,convert,cookbook/prompts.md,no,,Prompt indexes become cookbook/backlog material rather than first-class installable assets.
.github/prompts/python-mcp-server-generator.prompt.md,prompt,convert,cookbook/python-mcp-server-generator.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/readme-blueprint-generator.prompt.md,prompt,convert,skills/readme-blueprint-generator/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/release.prompt.md,prompt,convert,skills/release/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/remember-interactive-programming.prompt.md,prompt,convert,cookbook/remember-interactive-programming.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/remember.prompt.md,prompt,convert,cookbook/remember.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/repo-story-time.prompt.md,prompt,convert,cookbook/repo-story-time.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/reporting.prompt.md,prompt,convert,cookbook/reporting.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/review-and-refactor.prompt.md,prompt,convert,skills/review-and-refactor/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/saved-replies.prompt.md,prompt,convert,cookbook/saved-replies.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/shuffle-json-data.prompt.md,prompt,convert,cookbook/shuffle-json-data.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/spec-driven-workflow-start.prompt.md,prompt,convert,skills/spec-driven-workflow-start/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/technology-stack-blueprint-generator.prompt.md,prompt,convert,cookbook/technology-stack-blueprint-generator.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/testing.prompt.md,prompt,convert,skills/testing/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/update-implementation-plan.prompt.md,prompt,convert,skills/update-implementation-plan/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/update-llms.prompt.md,prompt,convert,cookbook/update-llms.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/update-markdown-file-index.prompt.md,prompt,convert,cookbook/update-markdown-file-index.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/update-mermaid-diagrams.prompt.md,prompt,convert,cookbook/update-mermaid-diagrams.prompt.md,yes,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/update-oo-component-documentation.prompt.md,prompt,convert,cookbook/update-oo-component-documentation.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/prompts/update-readmes.prompt.md,prompt,convert,skills/update-readmes/SKILL.md,yes,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/update-specification.prompt.md,prompt,convert,skills/update-specification/SKILL.md,no,,Durable workflow prompt should become a self-contained skill if still useful.
.github/prompts/write-coding-standards-from-file.prompt.md,prompt,convert,cookbook/write-coding-standards-from-file.prompt.md,no,,Example or one-off prompt should become a cookbook recipe/backlog entry if retained.
.github/schemas/README.md,schema,move,.schemas/README.md,yes,,Portable schema index should move to the root schema collection after reset.
.github/schemas/changelog.schema.json,schema,move,.schemas/changelog.schema.json,no,,Portable/validation schemas should move to /.schemas after simplification and non-mutating validators are ready.
.github/schemas/coderabbit-overrides.v2.json,schema,move,.schemas/coderabbit-overrides.v2.json,no,,Portable/validation schemas should move to /.schemas after simplification and non-mutating validators are ready.
.github/schemas/frontmatter.schema.json,schema,move,.schemas/frontmatter.schema.json,yes,,Portable/validation schemas should move to /.schemas after simplification and non-mutating validators are ready.
.github/schemas/project-fields.schema.json,schema,move,.schemas/project-fields.schema.json,no,,Portable/validation schemas should move to /.schemas after simplification and non-mutating validators are ready.
.github/schemas/version.schema.json,schema,move,.schemas/version.schema.json,no,,Portable/validation schemas should move to /.schemas after simplification and non-mutating validators are ready.
.github/workflows/.gitignore,github-action-workflow,keep,.github/workflows/.gitignore,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/README.md,github-action-workflow,keep,.github/workflows/README.md,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/changelog.yml,github-action-workflow,keep,.github/workflows/changelog.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/issues.yml,github-action-workflow,keep,.github/workflows/issues.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/labeling.yml,github-action-workflow,keep,.github/workflows/labeling.yml,yes,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/linting.yml,github-action-workflow,keep,.github/workflows/linting.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/meta.yml,github-action-workflow,keep,.github/workflows/meta.yml,yes,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/metrics.yml,github-action-workflow,keep,.github/workflows/metrics.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/planner.yml,github-action-workflow,keep,.github/workflows/planner.yml,yes,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/project-meta-sync.yml,github-action-workflow,keep,.github/workflows/project-meta-sync.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/release.yml,github-action-workflow,keep,.github/workflows/release.yml,yes,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/reporting.yml,github-action-workflow,keep,.github/workflows/reporting.yml,yes,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/reviewer.yml,github-action-workflow,keep,.github/workflows/reviewer.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
.github/workflows/testing.yml,github-action-workflow,keep,.github/workflows/testing.yml,no,,GitHub Actions remain under .github/workflows; create separate portable runbooks later only when needed.
scripts/agents/__tests__/README.md,legacy-agent-runtime,defer,scripts/agents/__tests__/README.md,yes,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/adr.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/adr.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/issue-type.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/issue-type.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/issues.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/issues.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/labeling.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/labeling.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/linting.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/linting.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/meta.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/meta.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/metrics.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/metrics.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/mode-demonstrate-understanding.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/mode-demonstrate-understanding.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/mode-document-reviewer.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/mode-document-reviewer.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/mode-prd.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/mode-prd.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/mode-thinking.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/mode-thinking.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/planner.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/planner.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/project-meta-sync.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/project-meta-sync.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/prompt-engineer.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/prompt-engineer.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/release.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/release.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
scripts/agents/__tests__/reporting.agent.test.js,legacy-agent-runtime,defer,scripts/agents/__tests__/reporting.agent.test.js,no,,Keep legacy tests with the legacy runtime until replacement hooks/workflows are designed.
