skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
google-drive:google-drive,google-drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive__google-drive,
google-drive:google-drive-comments,google-drive-comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive__google-drive-comments,
google-drive:google-sheets,google-sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive__google-sheets,
google-drive:google-slides,google-slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive__google-slides,
gravity-forms-auditor,gravity-forms-auditor,"audit gravity forms setups on wordpress sites through a read-only wordpress mcp app or companion connector. use for gravity forms health checks, fast audits, full preflight audits, form quality reviews, accessibility checks, spam and security reviews, privacy/data retention checks, notification and deliverability audits, add-on/feed/integration reviews, woocommerce enquiry form audits, tour operator enquiry audits, enforced findings registers, readiness scorecards, client-safe summaries, retest reports, and contract handoffs to the gravity-forms-configuration skill. do not use for applying configuration changes or write operations.",agent-attached,/root/.codex/skills/hermes/gravity-forms-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/gravity-forms-auditor,
gravity-forms-configuration,gravity-forms-configuration,"configure, validate, troubleshoot, and document gravity forms setups on",agent-attached,/root/.codex/skills/hermes/gravity-forms-configuration,unknown,yes,yes,yes,fully exported,skills/agent-attached/gravity-forms-configuration,
imagegen,imagegen,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",platform-managed,/root/.codex/skills/.system/imagegen,unknown,yes,yes,yes,fully exported,skills/platform-managed/imagegen,Platform-managed skill with files exposed in the local runtime.
Linear connector tools,Linear connector tools,"Linear connector tools for issues, projects, documents and team workflow operations",platform-managed,asdk_app_69a089a326dc8191b32a3f2553f5be2c,unknown,no,no,no,metadata only - source files not exposed,,Visible as connected app/tool capability; no source file entrypoint exposed to the filesystem.
linear:linear,linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,unknown,yes,yes,yes,fully exported,skills/plugin-provided/linear__linear,
LS Agency Dev Site WordPress app,LS Agency Dev Site WordPress app,Development/staging WordPress MCP app tools,agent-attached,asdk_app_6a4384f18d208191b45d35341d4085cd,unknown,no,no,no,metadata only - source files not exposed,,Visible as connected app/tool capability; no source file entrypoint exposed to the filesystem.
LS Agency LIVE MCP WordPress app,LS Agency LIVE MCP WordPress app,Live-site WordPress MCP app tools,agent-attached,asdk_app_6a402c16266c8191ac82952d0a8b7ef7,unknown,no,no,no,metadata only - source files not exposed,,Visible as connected app/tool capability; no source file entrypoint exposed to the filesystem.
openai-docs,openai-docs,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/platform-managed/openai-docs,Platform-managed skill with files exposed in the local runtime.
pdf,pdf,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",platform-managed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/platform-managed/pdf,Platform-managed skill with files exposed in the local runtime.
plugin-creator,plugin-creator,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/plugin-creator,Platform-managed skill with files exposed in the local runtime.
Presentations,Presentations,Create or edit PowerPoint or Google Slides decks,platform-managed,/root/.codex/skills/builtins/presentations,unknown,yes,yes,yes,fully exported,skills/platform-managed/Presentations,Platform-managed skill with files exposed in the local runtime.
skill-creator,skill-creator,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/platform-managed/skill-creator,Platform-managed skill with files exposed in the local runtime.
skill-installer,skill-installer,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/platform-managed/skill-installer,Platform-managed skill with files exposed in the local runtime.
Spreadsheets,Spreadsheets,"Use this skill when a user requests to create, modify, analyze, visualize, or work with spreadsheet files (`.xlsx`, `.xls`, `.csv`, `.tsv`) or Google Sheets-targeted spreadsheet artifacts with formulas, formatting, charts, tables, and recalculation.",platform-managed,/root/.codex/skills/builtins/spreadsheets,unknown,yes,yes,yes,fully exported,skills/platform-managed/Spreadsheets,Platform-managed skill with files exposed in the local runtime.
wordpress-accessibility-checker,wordpress-accessibility-checker,"audit and remediate wordpress accessibility issues reported by the accessibility checker plugin or exported audit evidence. use when inspecting accessibility checker feedback, normalising issue exports, prioritising wcag-oriented fixes, creating client or developer reports, preparing mcp-safe wordpress content edits, or applying supported fixes such as alt text, link text, heading order, captions, labels, table headers, media metadata, and content structure while avoiding unsafe theme, plugin, javascript, css, aria, checkout, or production bulk changes.",agent-attached,/root/.codex/skills/hermes/wordpress-accessibility-checker,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-accessibility-checker,
wordpress-audit-reporting,wordpress-audit-reporting,"Use when the user wants a WordPress audit summary, launch-readiness report, implementation status summary, evidence-led findings review, or a concise handoff that turns gathered site findings into a consistent structure with confirmed items, gaps, risks, blockers, and next actions.",agent-attached,/root/.codex/skills/hermes/wordpress-audit-reporting,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-audit-reporting,
wordpress-inspection-preflight,wordpress-inspection-preflight,"Use when the user wants a site-specific WordPress audit, launch-readiness check, current-state verification, connected inspection, or evidence-led configuration review and the agent needs a disciplined preflight before drawing conclusions or proposing changes.",agent-attached,/root/.codex/skills/hermes/wordpress-inspection-preflight,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-inspection-preflight,
wordpress-launch-readiness,wordpress-launch-readiness,"Coordinate WordPress launch-readiness reviews when the user wants a go-live check, pre-launch audit, launch blocker summary, or a structured readiness handoff spanning site setup, public-facing forms, Yoast SEO, QA, and release risks. Use this skill to combine cross-domain launch evidence into one decision-ready output; route deep specialist review to the attached audit skills first when needed.",agent-attached,/root/.codex/skills/hermes/wordpress-launch-readiness,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-launch-readiness,
wordpress-remediation-planner,wordpress-remediation-planner,"Use when the user wants WordPress findings, audit notes, launch issues, plugin concerns, form problems, SEO gaps, or mixed site observations turned into a prioritized remediation plan, staged implementation sequence, quick-wins list, or developer-ready action batches.",agent-attached,/root/.codex/skills/hermes/wordpress-remediation-planner,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-remediation-planner,
wordpress-request-router,wordpress-request-router,"Route WordPress requests by classifying the job, choosing the right specialist skill, requiring dev-vs-live clarification before site-specific inspection, and enforcing the correct output structure for audits, remediation plans, discovery work, Gravity Forms work, Yoast SEO work, and agent-maintenance tasks.",agent-attached,/root/.codex/skills/hermes/wordpress-request-router,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-request-router,
wordpress-site-onboarding,wordpress-site-onboarding,"Collect first-run WordPress site defaults needed for audits, connected inspection, implementation support, and recurring reporting, persist them in Memory, and resume the user's original request.",agent-attached,/root/.codex/skills/hermes/wordpress-site-onboarding,unknown,yes,yes,yes,fully exported,skills/agent-attached/wordpress-site-onboarding,
yoast-auditor,yoast-auditor,"audit, review, report and hand off yoast seo setups for wordpress and woocommerce sites. use when work involves yoast seo free, yoast seo premium, yoast woocommerce seo, metadata quality, schema output, xml sitemaps, robots rules, llms.txt, canonicals, redirects, breadcrumbs, indexables, product seo output, taxonomy seo, migration seo readiness, launch qa, client-ready audit reports, developer handoffs, evidence review, completed-change validation or yoast configuration review. do not use for first-time yoast setup or reusable configuration planning; route those to yoast-configuration.",agent-attached,/root/.codex/skills/hermes/yoast-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/yoast-auditor,
yoast-configuration,yoast-configuration,"configure, audit, validate, troubleshoot and document yoast seo setups for wordpress and woocommerce sites, including schema, metadata, sitemaps, canonicals, redirects, breadcrumbs, product schema, ai metadata, multilingual, taxonomy, migration and research-pack workflows. use for planning, reports, evidence interpretation, decision packs, remediation plans and handoffs; route live wordpress admin audits or approved yoast edits to yoast-auditor.",agent-attached,/root/.codex/skills/hermes/yoast-configuration,unknown,yes,yes,yes,fully exported,skills/agent-attached/yoast-configuration,
