skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
figma-swiftui,figma-swiftui,"SwiftUI ↔ Figma translation. Use whenever the user mentions Swift, SwiftUI, iOS, iPhone, or iPad — in EITHER direction — translating a Figma design into SwiftUI (design → code), or pushing SwiftUI views / screens / tokens back into a Figma file (code → design). Triggers on phrases like 'implement this Figma design in SwiftUI', 'build this screen in Swift', 'push this SwiftUI view to Figma', 'mirror my Swift code in a Figma file', or whenever a Figma URL appears alongside `.swift` files / an `.xcodeproj`. Routes to a direction-specific reference doc; loads alongside `figma-use` for the code → design path.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-swiftui,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-swiftui,3 files exported
figma-use,figma-use,"**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug failures. Trigger whenever the user wants to perform a write action or a unique read action that requires JavaScript execution in the Figma file context — e.g. create/edit/delete nodes, set up variables or tokens, build components and variants, modify auto-layout or fills, bind variables to properties, or inspect file structure programmatically.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use,21 files exported
figma-use-figjam,figma-use-figjam,This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-figjam,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-figjam,14 files exported
figma-use-motion,figma-use-motion,"Motion / animation context for the `use_figma` MCP tool — animating Figma nodes via manual keyframes, animation styles, easing, and timeline duration. Load alongside figma-use whenever a task involves adding, editing, or inspecting animation on a node.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-motion,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-motion,3 files exported
figma-use-slides,figma-use-slides,This skill helps agents use Figma's use_figma MCP tool in the Slides context. Can be used alongside figma-use which has foundational context for using the use_figma tool.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-slides,7 files exported
frontend-skill,frontend-skill,"Use when the task asks for a visually strong landing page, website, app, prototype, demo, or game UI. This skill enforces restrained composition, image-led hierarchy, cohesive content structure, and tasteful motion while avoiding generic cards, weak branding, and UI clutter.",local,/root/.codex/skills/frontend-skill,unknown,yes,yes,yes,fully exported,skills/local/frontend-skill,2 files exported
gh-address-comments,gh-address-comments,"Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-address-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-address-comments,6 files exported
gh-fix-ci,gh-fix-ci,"Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-fix-ci,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-fix-ci,6 files exported
github,github,"Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/github,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/github,4 files exported
gmail,gmail,"Manage Gmail inbox triage, mailbox search, thread summaries, action extraction, reply drafting, and email forwarding through connected Gmail data. Use when the user wants to inspect a mailbox or thread, search email with Gmail query syntax, summarize messages, extract decisions and follow-ups, prepare replies or forwarded messages, or organize messages with explicit confirmation before send, archive, delete, or label actions.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/gmail/local/skills/gmail,unknown,yes,yes,yes,fully exported,skills/plugin-provided/gmail/gmail,12 files exported
gmail-inbox-triage,gmail-inbox-triage,"Triage a Gmail inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Gmail data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/gmail/local/skills/gmail-inbox-triage,unknown,yes,yes,yes,fully exported,skills/plugin-provided/gmail/gmail-inbox-triage,4 files exported
google-calendar,google-calendar,"Manage scheduling and conflicts in connected Google Calendar data. Use when the user wants to inspect calendars, compare availability, review conflicts, find a meeting room, review event notes or attachments, add or adjust reminders, place temporary holds, or draft exact create, update, reschedule, or cancel changes with timezone-aware details.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-calendar/local/skills/google-calendar,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-calendar/google-calendar,4 files exported
google-calendar-daily-brief,google-calendar-daily-brief,"Build polished one-day Google Calendar briefs. Use when the user asks for today, tomorrow, or a specific date summary with an agenda, conflict flags, free windows, remaining-meeting readouts, or a calendar brief, and the Google Calendar connector is available.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-calendar/local/skills/google-calendar-daily-brief,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-calendar/google-calendar-daily-brief,5 files exported
google-calendar-free-up-time,google-calendar-free-up-time,"Find ways to open up meaningful free time in a connected Google Calendar. Use when the user wants to clear up their day, make room for focus time, create a longer uninterrupted block, or see the smallest set of calendar changes that would give time back.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-calendar/local/skills/google-calendar-free-up-time,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-calendar/google-calendar-free-up-time,4 files exported
google-calendar-group-scheduler,google-calendar-group-scheduler,"Find and rank good meeting times for multiple people using connected Google Calendar data. Use when the user wants to schedule a group meeting, compare candidate slots across several attendees, find the best compromise time, or add a room check after narrowing the attendee-compatible options.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-calendar/local/skills/google-calendar-group-scheduler,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-calendar/google-calendar-group-scheduler,4 files exported
google-calendar-meeting-prep,google-calendar-meeting-prep,"Build a practical meeting prep brief from a connected Google Calendar event and its nearby context. Use when the user wants to prepare for an upcoming meeting, understand what to read beforehand, pull in linked notes or docs, or get a concise brief on what the meeting appears to require.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-calendar/local/skills/google-calendar-meeting-prep,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-calendar/google-calendar-meeting-prep,4 files exported
google-docs,google-docs,"Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-docs,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-docs,19 files exported
google-drive,google-drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive,10 files exported
google-drive-comments,google-drive-comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive-comments,2 files exported
google-sheets,google-sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-sheets,11 files exported
google-slides,google-slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-slides,19 files exported
imagegen,imagegen,"Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.",platform-managed,/root/.codex/skills/.system/imagegen,unknown,yes,yes,yes,fully exported,skills/local/imagegen,12 files exported
linear,linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,unknown,yes,yes,yes,fully exported,skills/plugin-provided/linear/linear,5 files exported
openai-docs,openai-docs,"Use when the user asks how to build with OpenAI products or APIs, asks about Codex itself or choosing Codex surfaces, needs up-to-date official documentation with citations, help choosing the latest model for a use case, or model upgrade and prompt-upgrade guidance; use OpenAI docs MCP tools for non-Codex docs questions, use the Codex manual helper first for broad Codex self-knowledge, and restrict fallback browsing to official OpenAI domains.",platform-managed,/root/.codex/skills/.system/openai-docs,unknown,yes,yes,yes,fully exported,skills/local/openai-docs,10 files exported
pdf,pdf,"Read, create, inspect, render, and verify PDF files where visual layout matters. Use Poppler rendering plus Python tools such as reportlab, pdfplumber, and pypdf for generation and extraction.",directory-installed,/root/.codex/skills/builtins/pdf,unknown,yes,yes,yes,fully exported,skills/local/pdf,3 files exported
plugin-creator,plugin-creator,"Create and scaffold plugin directories for Codex with a required `.codex-plugin/plugin.json`, optional plugin folders/files, valid manifest defaults, and personal-marketplace entries by default. Use when Codex needs to create a new personal plugin, add optional plugin structure, generate or update marketplace entries for plugin ordering and availability metadata, or update an existing local plugin during development with the CLI-driven cachebuster and reinstall flow.",platform-managed,/root/.codex/skills/.system/plugin-creator,unknown,yes,yes,yes,fully exported,skills/local/plugin-creator,10 files exported
quote-readiness,quote-readiness,"Use when the agent is about to present an estimate or proposal as final, when the user asks whether a quote is ready, or when package selection, add-ons, commercial checks, missing values, or template compliance need a final validation pass before client-facing output.",agent-attached,/root/.codex/skills/hermes/quote-readiness,unknown,yes,yes,yes,fully exported,skills/agent-attached/quote-readiness,2 files exported
skill-creator,skill-creator,"Guide for creating effective skills. This skill should be used when users want to create a new skill (or update an existing skill) that extends Codex's capabilities with specialized knowledge, workflows, or tool integrations.",platform-managed,/root/.codex/skills/.system/skill-creator,unknown,yes,yes,yes,fully exported,skills/local/skill-creator,9 files exported
skill-installer,skill-installer,"Install Codex skills into $CODEX_HOME/skills from a curated list or a GitHub repo path. Use when a user asks to list installable skills, install a curated skill, or install a skill from another repo (including private repos).",platform-managed,/root/.codex/skills/.system/skill-installer,unknown,yes,yes,yes,fully exported,skills/local/skill-installer,8 files exported
slack,slack,"Read Slack context, route to the right Slack workflow, and prepare or perform Slack writes that match the user's intent.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack,5 files exported
slack-channel-summarization,slack-channel-summarization,"Summarize activity from one Slack channel and return a concise recap, post-ready update, or summary doc.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack-channel-summarization,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack-channel-summarization,4 files exported
slack-daily-digest,slack-daily-digest,Create a daily Slack digest from selected channels or topics. Use when the user asks for a daily Slack recap or summary of today's Slack activity.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack-daily-digest,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack-daily-digest,4 files exported
slack-notification-triage,slack-notification-triage,Triage recent Slack activity into a priority queue or task list for the user.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack-notification-triage,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack-notification-triage,4 files exported
slack-outgoing-message,slack-outgoing-message,"Primary skill for composing, drafting, or refining any outbound Slack content. Use this whenever the task will require using `slack_send_message`, `slack_send_message_draft`, or `slack_create_canvas`. Use `slack` to read or analyze Slack context; use this skill to produce the final outgoing message.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack-outgoing-message,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack-outgoing-message,4 files exported
slack-reply-drafting,slack-reply-drafting,Draft Slack replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts.,plugin-provided,/root/.codex/plugins/cache/openai-marketplace/slack/local/skills/slack-reply-drafting,unknown,yes,yes,yes,fully exported,skills/plugin-provided/slack/slack-reply-drafting,4 files exported
website-evidence-pass,website-evidence-pass,"Use when the user provides a live website, notes, docs, screenshots, or Figma references and you need a structured evidence pass before package routing, add-on review, or estimate drafting. This skill gathers trustworthy website evidence, separates confirmed facts from assumptions and missing values, and produces a clean pre-estimate evidence summary with only the missing values that still matter.",agent-attached,/root/.codex/skills/hermes/website-evidence-pass,unknown,yes,yes,yes,fully exported,skills/agent-attached/website-evidence-pass,2 files exported
website-intake-workflow,website-intake-workflow,"Use when the current phase is project-specific intake and the agent still needs the missing facts that materially affect package routing, pricing, thresholds, approvals, or estimate confidence. This skill reviews supplied materials, captures confirmed intake inputs, asks only the smallest blocking questions, and hands off cleanly into routing.",agent-attached,/root/.codex/skills/hermes/website-intake-workflow,unknown,yes,yes,yes,fully exported,skills/agent-attached/website-intake-workflow,3 files exported
website-package-routing,website-package-routing,"Use when the current phase is routing and the agent has enough website evidence or intake detail to choose the best-fit base package, evaluate only the applicable add-ons, check commercial thresholds and custom-scope triggers, and produce a concise routing handoff with the shared phase language.",agent-attached,/root/.codex/skills/hermes/website-package-routing,unknown,yes,yes,yes,fully exported,skills/agent-attached/website-package-routing,2 files exported
yeet,yeet,"Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/yeet,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/yeet,5 files exported
