skill_name,display_name,description,source_type,path_or_uri,version,entrypoint_readable,supporting_files_readable,exportable,export_status,exported_path,notes
brief,Design Brief,"Turn goals, constraints, audience context, and references into a structured design brief; use when framing a new feature, redesign, or design problem before concepts or implementation.",agent-attached,/root/.codex/skills/hermes/brief,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/brief,
content-file-validator,When to use this skill,"The content-file-validator skill helps users ensure the integrity and readiness of their content files by validating Markdown structure, YAML frontmatter, and semantic versioning in one comprehensive pass. Use this skill when you need to check various file types for quality and compliance, generating a single detailed report that highlights issues and suggested fixes.",agent-attached,/root/.codex/skills/hermes/content-file-validator,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/content-file-validator,
critique,Design Critique,"Review a specific design artifact or bounded flow step and produce prioritized feedback with rationale, evidence, and revision guidance; use when evaluating usability, clarity, trust, accessibility, or overall design quality on a concrete artifact.",agent-attached,/root/.codex/skills/hermes/critique,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/critique,
design-md-generator,Design MD Generator,"The Design MD Generator creates and updates `DESIGN.md` files for LightSpeed projects, transforming design evidence from Figma and GitHub into a portable design contract for WordPress themes. Use this skill when starting a new project or auditing an existing one, ensuring that your design files are validated and aligned with implementation realities.",agent-attached,/root/.codex/skills/hermes/design-md-generator,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/design-md-generator,
design-qa-readiness,Design QA Readiness,"Use the Design QA Readiness skill to assess and validate design documents before they are handed off for development. This skill is ideal for ensuring that briefs, layout directions, page concepts, and Figma handoffs are clear, complete, and feasible, helping you identify gaps and risks to prevent misunderstandings in the design process.",agent-attached,/root/.codex/skills/hermes/design-qa-readiness,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/design-qa-readiness,
experiments,Design Experiments,"Propose differentiated design directions or hypotheses based on a brief, research synthesis, or critique; use when a team needs strong options to prototype, compare, or test.",agent-attached,/root/.codex/skills/hermes/experiments,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/experiments,
handoff,Design Handoff,"Turn a specific design frame, component, or bounded flow into an engineer-ready handoff package with implementation notes, key diffs, decisions, edge cases, and acceptance criteria; use when design work is ready to be implemented.",agent-attached,/root/.codex/skills/hermes/handoff,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/handoff,
lightspeed-claim-register-auditor,LightSpeed Claim Register Auditor,"validate proof, statistics, outcomes and marketing claims before publication for lightspeed wordpress, woocommerce, ai-readiness, publishing, tourism and professional-services website projects. use when the user asks to audit claims, classify stats, create a claim register, approve wording, reject risky wording, identify evidence needed, map claims to page locations, assign review owners, set review dates, or decide whether claims are chatbot-safe.",agent-attached,/root/.codex/skills/hermes/lightspeed-claim-register-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-claim-register-auditor,
lightspeed-figma-wordpress-parity-auditor,LightSpeed Figma WordPress Parity Auditor,"audit parity between figma design-system intent and wordpress block-theme implementation for lightspeed projects. use when the user asks to compare figma variables with theme.json, review colour, typography or spacing tokens, map figma components to wordpress blocks, map patterns to figma sections, check light and dark mode parity, mobile states, focus states, accessibility states, or produce a figma-to-wordpress launch qa report.",agent-attached,/root/.codex/skills/hermes/lightspeed-figma-wordpress-parity-auditor,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-figma-wordpress-parity-auditor,
lightspeed-figma-wordpress-technical-brief,LightSpeed Figma WordPress Technical Brief,"This skill transforms Figma design-system insights into actionable WordPress technical briefs, perfect for preparing project handoffs. Use it when you have Figma assets and need detailed architecture notes or developer-ready documentation before breaking down tasks or drafting GitHub issues.",agent-attached,/root/.codex/skills/hermes/lightspeed-figma-wordpress-technical-brief,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-figma-wordpress-technical-brief,
lightspeed-release-handoff-generator,LightSpeed Release Handoff Generator,"create release notes, launch handoff packs, client handover documents, support transition notes, post-launch monitoring plans and internal delivery closure reports for lightspeed figma design system to wordpress block theme, block plugin, woocommerce, publishing, tourism and hybrid-theme projects. use when the user has launch qa results, github issue drafts, implementation notes, prds, technical briefs, qa findings, deployment notes or project memory and needs a clean release/handoff package after launch or before support transition.",agent-attached,/root/.codex/skills/hermes/lightspeed-release-handoff-generator,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/lightspeed-release-handoff-generator,
reference-site-analysis,Reference Site Analysis,"Inspect one or more website references and extract reusable structural, messaging, CTA, trust, and UX signals for briefs, page strategy, layout direction, and downstream handoffs. Use when the request includes reference URLs or asks what a site is doing well structurally before drafting a design or implementation artifact.",agent-attached,/root/.codex/skills/hermes/reference-site-analysis,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/reference-site-analysis,
research-synthesis,Research Synthesis,"Synthesize product and design inputs such as interviews, support themes, tickets, usage summaries, and internal docs into design-ready insights; use when a team needs findings, tensions, and implications for design decisions.",agent-attached,/root/.codex/skills/hermes/research-synthesis,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/research-synthesis,
ux-writing,UX Writing,"Generate or improve interface copy for flows, empty states, onboarding, errors, settings, and calls to action; use when product copy should become clearer, more actionable, and better matched to the user moment.",agent-attached,/root/.codex/skills/hermes/ux-writing,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/ux-writing,
wordpress-block-theme-handoff,WordPress Block Theme Handoff,"This skill helps convert approved design briefs and layouts into practical WordPress block-theme handoffs, ensuring clear implementation guidance for developers. Use this skill when your project moves beyond visual exploration to mapping layouts into templates, patterns, and theme settings, facilitating effective collaboration and minimizing ambiguity in the build process.",agent-attached,/root/.codex/skills/hermes/wordpress-block-theme-handoff,unknown,yes,yes,yes,fully exported,skills/agent-attached/hermes/wordpress-block-theme-handoff,
frontend-skill,Frontend Skill,"Use when the task asks for a visually strong landing page, website, app, prototype, demo, or game UI. This skill enforces restrained composition, image-led hierarchy, cohesive content structure, and tasteful motion while avoiding generic cards, weak branding, and UI clutter.",local,/root/.codex/skills/frontend-skill,unknown,yes,yes,yes,fully exported,skills/local/frontend-skill,
figma:figma-code-connect,Code Connect,"Creates and maintains Figma Code Connect template files that map Figma components to code snippets. Use when the user mentions Code Connect, Figma component mapping, design-to-code translation, or asks to create/update .figma.ts or .figma.js files.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-code-connect,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-code-connect,
figma:figma-create-new-file,create_new_file — Create a New Figma File,"""**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `create_new_file` tool call. NEVER call `create_new_file` directly without loading this skill first. Trigger whenever the user wants a new blank Figma file — a new design, FigJam, or Slides file — or when you need a fresh file before calling `use_figma`. Usage — /figma-create-new-file [editorType] [fileName] (e.g. /figma-create-new-file figjam My Whiteboard, /figma-create-new-file slides Q3 Review)""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-create-new-file,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-create-new-file,
figma:figma-generate-design,Build / Update Screens and Views from Design System,"""Use this skill alongside figma-use when the task involves translating an application page, view, or multi-section layout into Figma. Triggers: 'write to Figma', 'create in Figma from code', 'push page to Figma', 'take this app/page and build it in Figma', 'create a screen', 'build a landing page in Figma', 'update the Figma screen to match code', 'convert this modal/dialog/drawer/panel to Figma'. This is the preferred workflow skill whenever the user wants to build or update a full page, modal, dialog, drawer, sidebar, panel, or any composed multi-section view in Figma from code or a description. Discovers design system components, variables, and styles from Code Connect files, existing screens, and library search, then imports them and assembles views incrementally section-by-section using design system tokens instead of hardcoded values.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-generate-design,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-generate-design,
figma:figma-generate-diagram,generate-diagram,"""MANDATORY prerequisite — load this skill BEFORE every `generate_diagram` tool call. NEVER call `generate_diagram` directly without loading this skill first. Trigger whenever the user asks to create, generate, draw, render, sketch, or build a diagram — flowchart, architecture diagram, sequence diagram, ERD or entity-relationship diagram, state diagram or state machine, gantt chart, or timeline. Also trigger when the user mentions Mermaid syntax or wants a system architecture, decision tree, dependency graph, API call flow, auth handshake, schema, or pipeline visualized in FigJam. Routes to type-specific guidance, sets universal Mermaid constraints, and tells you when to use a different diagram type or skip the tool entirely (mindmaps, pie charts, class diagrams, etc.).""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-generate-diagram,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-generate-diagram,
figma:figma-generate-library,Design System Builder — Figma MCP Skill,"""Build or update a professional-grade design system in Figma from a codebase. Use when the user wants to create variables/tokens, build component libraries, create individual components with proper variant sets and variable bindings, set up theming (light/dark modes), document foundations, or reconcile gaps between code and Figma. Also use when the user asks to create or generate any component in Figma — even a single one — since components require proper variable foundations, variant states, and design token bindings to be production-quality. This skill teaches WHAT to build and in WHAT ORDER — it complements the `figma-use` skill which teaches HOW to call the Plugin API. Both skills should be loaded together.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-generate-library,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-generate-library,
figma:figma-implement-motion,Implement Motion,"Translates Figma motion and animations into production-ready application code. Use when implementing animation/motion from a Figma design — user mentions ""implement this motion"", ""add animation from Figma"", ""animate this component"", provides a Figma URL whose node is animated, or when `get_design_context` returns motion data or instructs you to call `get_motion_context`.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-implement-motion,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-implement-motion,
figma:figma-swiftui,Figma ↔ SwiftUI,"""SwiftUI ↔ Figma translation. Use whenever the user mentions Swift, SwiftUI, iOS, iPhone, or iPad — in EITHER direction — translating a Figma design into SwiftUI (design → code), or pushing SwiftUI views / screens / tokens back into a Figma file (code → design). Triggers on phrases like 'implement this Figma design in SwiftUI', 'build this screen in Swift', 'push this SwiftUI view to Figma', 'mirror my Swift code in a Figma file', or whenever a Figma URL appears alongside `.swift` files / an `.xcodeproj`. Routes to a direction-specific reference doc; loads alongside `figma-use` for the code → design path.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-swiftui,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-swiftui,
figma:figma-use,use_figma — Figma Plugin API Skill,"""**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug failures. Trigger whenever the user wants to perform a write action or a unique read action that requires JavaScript execution in the Figma file context — e.g. create/edit/delete nodes, set up variables or tokens, build components and variants, modify auto-layout or fills, bind variables to properties, or inspect file structure programmatically.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use,
figma:figma-use-figjam,use_figma — Figma Plugin API Skill for FigJam,"""This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-figjam,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-figjam,
figma:figma-use-motion,use_figma — Figma Plugin API Skill for Motion,"""Motion / animation context for the `use_figma` MCP tool — animating Figma nodes via manual keyframes, animation styles, easing, and timeline duration. Load alongside figma-use whenever a task involves adding, editing, or inspecting animation on a node.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-motion,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-motion,
figma:figma-use-slides,use_figma — Figma Plugin API Skill for Slides,"""This skill helps agents use Figma's use_figma MCP tool in the Slides context. Can be used alongside figma-use which has foundational context for using the use_figma tool.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/figma/local/skills/figma-use-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/figma/figma-use-slides,
github:gh-address-comments,GitHub PR Comment Handler,"Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-address-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-address-comments,
github:gh-fix-ci,GitHub Actions CI Fix,"""Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/gh-fix-ci,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/gh-fix-ci,
github:github,GitHub,"Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/github,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/github,
github:yeet,GitHub Publish Changes,"""Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient.""",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/github/local/skills/yeet,unknown,yes,yes,yes,fully exported,skills/plugin-provided/github/yeet,
google-drive:google-docs,Google Docs,"Connector-first Google Docs creation and editing in local Codex plugin sessions, with direct native create and batchUpdate workflows for simple docs, DOCX-first import for polished deliverables, target-document checks, smart chip and building-block reconstruction, connector-readback verification, and reference routing for formatting, citations, tables, and write-safety.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-docs,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-docs,
google-drive:google-drive,Google Drive,"Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive,
google-drive:google-drive-comments,Google Drive Comments,"Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-drive-comments,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-drive-comments,
google-drive:google-sheets,Google Sheets,"Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-sheets,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-sheets,
google-drive:google-slides,Google Slides,"Google Slides work for finding, reading, summarizing, creating, importing, template following, visual cleanup, source-deck adaptation, structural repair, and content edits in native Slides decks.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/google-drive/local/skills/google-slides,unknown,yes,yes,yes,fully exported,skills/plugin-provided/google-drive/google-slides,
linear:linear,Linear,"Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.",plugin-provided,/root/.codex/plugins/cache/openai-marketplace/linear/local/skills/linear,unknown,yes,yes,yes,fully exported,skills/plugin-provided/linear/linear,
